Category,ProductName,Total_Quantity_Sold,Total_Sales
Projectors & Screens,WWI Projector 480p LCD12 Black,37,8473.0
Projectors & Screens,WWI Projector 720p DLP56 Black,37,36963.0
Projectors & Screens,WWI Projector 720p DLP56 White,37,36963.0
Washers & Dryers,NT Washer & Dryer 15.5in E1550 Blue,37,36996.3
Camcorders,Fabrikam Budget Movie-Maker 1'' 25mm E400 Black,38,16036.0
Camcorders,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black,38,59280.0
Camcorders,"Fabrikam Trendsetter 2/3"" 17mm X100 Orange",38,37544.0
Camcorders,Fabrikam Trendsetter 2/3'' 17mm X100 Black,38,37240.0
Car Video,SV Car Video LCD7 M7001 Black,38,12502.0
Computers Accessories,Contoso Wireless Laser Mouse E50 Grey,38,796.48
Digital Cameras,A. Datum Ultra Compact Digital Camera M190 Orange,38,6270.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" X358 Blue",38,22344.0
Digital SLR Cameras,"A. Datum SLR Camera 35"" X358 Grey",38,22344.0
Digital SLR Cameras,A. Datum SLR Camera X135 Black,38,23826.0
Digital SLR Cameras,"Contoso SLR Camera 35"" X358 Black",38,21584.0
Digital SLR Cameras,"Contoso SLR Camera 35"" X358 Orange",38,21584.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" M358 Blue",38,12464.0
Digital SLR Cameras,Fabrikam SLR Camera X148 Silver Grey,38,24966.0
Digital SLR Cameras,Fabrikam SLR Camera X149 Blue,38,23826.0
Home & Office Phones,Contoso Private Automatic Branch Exchange M65 Grey,38,1481.6200000000001
Home & Office Phones,Contoso Single-line phones E10 Grey,38,379.62
Microwaves,Fabrikam Microwave 0.9CuFt E0900 Blue,38,3799.6199999999994
Microwaves,Litware Microwave 1.0CuFt E110 Black,38,5319.620000000002
"Printers, Scanners & Fax",Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,38,6080.0
Projectors & Screens,Contoso Screen 106in M060 Silver,38,9538.0
Projectors & Screens,Proseware Screen 113in X1609 White,38,11362.0
Projectors & Screens,WWI Screen 106in M1609 Silver,38,9538.0
Refrigerators,Fabrikam Refrigerator 19CuFt M7600 Green,38,34162.0
Camcorders,Fabrikam Budget Moviemaker 1/2'' 3mm E300 White,39,16848.0
Camcorders,Fabrikam Independent filmmaker 1'' 25mm X400 White,39,62400.0
Car Video,SV Car Video LCD7 M7002 Silver,39,14391.0
Coffee Machines,Contoso Coffee Maker 12C M1000 Silver,39,17355.0
Digital Cameras,A. Datum Consumer Digital Camera M300 Grey,39,7195.5
Digital Cameras,A. Datum Full Frame Digital Camera X300 Orange,39,9009.0
Digital Cameras,A. Datum Rangefinder Digital Camera X200 Green,39,7800.0
Digital Cameras,A. Datum Super-zoom Digital Camera X300 Azure,39,11310.0
Digital SLR Cameras,A. Datum SLR Camera M138 Silver Grey,39,12168.0
Digital SLR Cameras,"Contoso SLR Camera 35"" M358 Silver",39,13962.0
Home & Office Phones,Contoso Phone for MSN E200 Black,39,624.0
Microwaves,Contoso Microwave 0.9CuFt E0090 Grey,39,3899.6099999999988
Microwaves,Contoso Microwave 1.5CuFt X0110 Grey,39,25971.66
Microwaves,Fabrikam Microwave 0.8CuFt E0800 Black,39,3704.6099999999997
Microwaves,Fabrikam Microwave 0.9CuFt E0900 Grey,39,3899.609999999999
Microwaves,Litware Microwave 2.2CuFt M125 Red,39,7799.610000000001
"Printers, Scanners & Fax",Proseware Office Jet All-in-One Printer M500 Grey,39,6357.0
Projectors & Screens,Contoso Projector 480p M480 Black,39,8931.0
Projectors & Screens,Contoso Screen 80in E080 Black,39,4251.0
Projectors & Screens,Proseware Screen 113in X1609 Silver,39,11661.0
Projectors & Screens,Proseware Screen 85in E1010 Black,39,5421.0
Camcorders,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,40,19280.0
Camcorders,"Fabrikam Business Videographer 2/3"" 17mm M280 Blue",40,33520.0
Camcorders,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,40,34000.0
Camcorders,Fabrikam Independent filmmaker 1/3'' 8.5mm X200 White,40,62400.0
Camcorders,"Fabrikam Trendsetter 1"" 25mm X400 Blue",40,40000.0
Camcorders,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,40,39920.0
Car Video,SV Car Video LCD7W M7081 Black,40,19960.0
Coffee Machines,Adventure Works Coffee Maker 5C E090 Grey,40,5960.0
Coffee Machines,Fabrikam Coffee Maker Super-Auto 12C X125 Silver,40,66000.0
Computers Accessories,Contoso Bluetooth Notebook Mouse X305 Grey,40,6000.0
Computers Accessories,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,40,1196.0
Computers Accessories,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey,40,1356.0
Computers Accessories,Contoso USB Wave Multi-Media Keyboard E280 Grey,40,636.0
Computers Accessories,Contoso Wireless Notebook Optical Mouse M35 White,40,1197.9999999999998
Digital Cameras,A. Datum Consumer Digital Camera M300 Green,40,7380.0
Digital Cameras,A. Datum Point Shoot Digital Camera M500 Black,40,7920.0
Digital Cameras,A. Datum Slim Digital Camera M180 Azure,40,5920.0
Digital Cameras,A. Datum Slim Digital Camera M180 Green,40,5920.0
Digital SLR Cameras,Contoso SLR Camera X144 Silver Grey,40,26920.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" M358 Silver Grey",40,13120.0
Digital SLR Cameras,Fabrikam SLR Camera M146 Black,40,12080.0
Digital SLR Cameras,Fabrikam SLR Camera M147 Silver,40,13360.0
Home & Office Phones,Contoso Expandable 3-Handset Cordless Phone System M204 Grey,40,1439.6000000000001
Home Theater System,Contoso Home Theater System 2.1 Channel M1230 Brown,40,14400.0
Laptops,WWI Laptop19W X0196 White,40,51960.0
Laptops,WWI Laptop8.9 E0089 White,40,13040.0
Microwaves,Litware Microwave 0.8CuFt E080 White,40,3799.5999999999995
Microwaves,Litware Microwave 0.9CuFt E090 Silver,40,3999.5999999999995
Monitors,Adventure Works LCD17W E203 White,40,5160.0
Monitors,WWI LCD20 M220 White,40,10360.0
"Printers, Scanners & Fax",Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White,40,6400.0
Projectors & Screens,Contoso Screen 85in E085 Silver,40,5560.0
Camcorders,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Orange",41,35260.0
Camcorders,Fabrikam Independent Filmmaker 1'' 25mm X400 Black,41,65600.0
Camcorders,Fabrikam Social Videographer 1'' 25mm E400 White,41,7708.0
Coffee Machines,Adventure Works Coffee Maker 12C M100 Silver,41,18245.0
Coffee Machines,Contoso Coffee Maker Super-Auto 12C X1250 Black,41,67650.0
Coffee Machines,Contoso Coffee Maker Super-Auto 12C X1250 White,41,67650.0
Coffee Machines,Fabrikam Coffee Maker 4C E080 White,41,5325.9000000000015
Coffee Machines,Fabrikam Coffee Maker Super-Auto 12C X125 White,41,67650.0
Computers Accessories,Contoso USB 2.0 Dock Station docking station M800 White,41,1225.9
Computers Accessories,SV 512MB Laptop memory E800 White,41,1393.5900000000001
Digital Cameras,A. Datum Advanced Digital Camera M300 Green,41,7728.5
Digital Cameras,A. Datum Consumer Digital Camera E100 Silver,41,11521.0
Digital Cameras,A. Datum Super-zoom Digital Camera X300 Grey,41,11890.0
Digital Cameras,A. Datum Super-zoom Digital Camera X300 Pink,41,11890.0
Digital SLR Cameras,A. Datum SLR Camera X138 Silver Grey,41,25707.0
Digital SLR Cameras,Contoso SLR Camera X143 Grey,41,26486.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" X358 Blue",41,17884.199999999997
Digital SLR Cameras,Fabrikam SLR Camera M148 Silver Grey,41,13612.0
Home & Office Phones,Contoso Expandable Cordless Phone System M008 Grey,41,942.59
Laptops,Adventure Works Laptop15 M1501 Blue,41,28659.0
Laptops,Fabrikam Laptop12 M2000 White,41,15006.0
MP4&MP3,Contoso 32GB Video MP3 Player M3200 Orange,41,10455.0
Microwaves,Litware Microwave 0.9CuFt E090 Blue,41,4099.589999999999
Microwaves,Litware Microwave 0.9CuFt E090 Grey,41,4099.589999999999
Microwaves,Litware Microwave 1.0CuFt E110 Red,41,5739.59
Microwaves,Litware Microwave 1.6CuFt M125 Silver,41,7379.59
Monitors,Adventure Works CRT19 E10 White,41,2829.0
"Printers, Scanners & Fax",Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,41,9389.0
Projectors & Screens,Contoso Screen 80in E080 Silver,41,4469.0
Projectors & Screens,Proseware Screen 106in M1609 Silver,41,10291.0
Projectors & Screens,Proseware Screen 125in X1609 White,41,18819.0
Refrigerators,Litware Refrigerator 19CuFt M760 Red,41,36859.0
Refrigerators,Litware Refrigerator 3.2CuFt E160 Silver,41,11479.59
Camcorders,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 Grey,42,27510.0
Camcorders,Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Black,42,65520.0
Camcorders,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,42,63000.0
Camcorders,Fabrikam Social Videographer 1'' 25mm E400 Grey,42,7560.0
Camcorders,Fabrikam Social Videographer 1/2'' 3mm E300 White,42,7476.0
Camcorders,"Fabrikam Social Videographer 2/3"" 17mm E100 Blue",42,6636.0
Cameras & Camcorders Accessories,Contoso Telephoto Conversion Lens X400 Silver,42,24990.0
Car Video,SV Car Video AM/FM E1000 Black,42,8358.0
Car Video,SV Car Video TFT6.2W E6280 Brown,42,11718.0
Coffee Machines,Contoso Coffee Maker 5C E0900 Silver,42,6258.0
Coffee Machines,Contoso Coffee Maker Auto 10C M1000 Silver,42,31331.58
Coffee Machines,Contoso Coffee Maker Auto 5C E0900 Grey,42,6846.0
Computers Accessories,Contoso Mouse Lock Bundle E200 Grey,42,543.8999999999999
Digital Cameras,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black,42,11256.0
Digital Cameras,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green,42,11256.0
Digital Cameras,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,42,11256.0
Digital SLR Cameras,A. Datum SLR Camera M141 Blue,42,13104.0
Digital SLR Cameras,A. Datum SLR Camera X141 Blue,42,17934.0
Digital SLR Cameras,Contoso SLR Camera M143 Silver,42,12768.0
Home & Office Phones,Contoso 3 Handset Cordless Phone System E30 Grey,42,713.58
Laptops,WWI Laptop12 M0120 Black,42,16083.900000000001
Laptops,WWI Laptop15 M0150 Black,42,29358.0
Microwaves,Fabrikam Microwave 0.8CuFt E0800 Silver,42,3989.5799999999995
Microwaves,Litware Microwave 1.0CuFt E110 Blue,42,5879.580000000001
Microwaves,Litware Microwave 2.2CuFt M125 Grey,42,8399.58
Monitors,Adventure Works LCD17 E200 Black,42,4158.0
"Printers, Scanners & Fax",Proseware Ink Jet Fax Machine E100 Black,42,3276.0
"Printers, Scanners & Fax",Proseware Laser Fax Printer E100 Black,42,3822.0
"Printers, Scanners & Fax",Proseware Laser Jet Printer E100 White,42,3318.0
"Printers, Scanners & Fax",Proseware Photo Inkjet Printer E290 Black,42,4284.0
"Printers, Scanners & Fax",Proseware Photo Inkjet Printer M100 Grey,42,6678.0
Projectors & Screens,Contoso Projector 720p M620 White,42,29358.0
Projectors & Screens,Contoso Screen 125in M250 Black,42,19278.0
Projectors & Screens,Contoso Screen 80in E080 White,42,4578.0
Projectors & Screens,WWI Screen 125in M1611 White,42,19278.0
Refrigerators,Fabrikam Refrigerator 4.6CuFt E2800 White,42,12599.58
Camcorders,"Fabrikam Business Videographer 2/3"" 17mm M280 Orange",43,36550.0
Camcorders,Fabrikam Social Videographer 1/2'' 3mm E300 Black,43,7310.0
Car Video,SV Car Video TFT7 M7000 Brown,43,12857.0
Coffee Machines,Adventure Works Coffee Maker Super-Auto 12C X125 White,43,70950.0
Coffee Machines,Contoso Coffee Maker 12C M1000 Grey,43,19135.0
Computers Accessories,Contoso Rechargeable Battery E100 White,43,556.85
Digital Cameras,A. Datum Consumer Digital Camera E100 Pink,43,12083.0
Digital Cameras,A. Datum Consumer Digital Camera M300 Black,43,7933.5
Digital Cameras,A. Datum Full Frame Digital Camera X300 Grey,43,9933.0
Digital Cameras,A. Datum Rangefinder Digital Camera X200 Orange,43,8600.0
Digital Cameras,A. Datum Super-zoom Digital Camera X300 Silver,43,12470.0
Digital SLR Cameras,A. Datum SLR Camera X139 Gold,43,26961.0
Digital SLR Cameras,"Contoso SLR Camera 35"" M358 Black",43,15394.0
Home & Office Phones,Contoso Integrated Business Phone L08 White,43,1333.0
MP4&MP3,Contoso 8GB Super-Slim MP3/Video Player M800 White,43,4727.8499999999985
Microwaves,Contoso Microwave 0.8CuFt E0080 Grey,43,4084.5699999999993
Microwaves,Contoso Microwave 0.9CuFt E0090 Silver,43,4299.57
Microwaves,Contoso Microwave 2.2CuFt M0125 Silver,43,8599.57
Microwaves,Fabrikam Microwave 0.9CuFt E0900 Silver,43,4299.569999999999
Microwaves,Fabrikam Microwave 1.5CuFt X1100 Red,43,28635.420000000002
Microwaves,Litware Microwave 1.6CuFt M125 Black,43,7739.57
"Printers, Scanners & Fax",Proseware Ink Jet All in one M300 Black,43,7267.0
"Printers, Scanners & Fax",Proseware Ink Jet Wireless All-In-One Printer M400 White,43,5547.0
Projectors & Screens,Proseware Projector 1080p DLP86 White,43,107457.0
Projectors & Screens,Proseware Projector 1080p LCD86 Silver,43,98685.0
Projectors & Screens,Proseware Projector 720p LCD56 White,43,30057.0
Projectors & Screens,WWI Screen 113in M1610 Silver,43,12857.0
Refrigerators,Fabrikam Refrigerator 9.7CuFt M5600 Green,43,21199.0
Refrigerators,Litware Refrigerator 19CuFt M760 Orange,43,38657.0
Camcorders,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,44,18040.0
Camcorders,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,44,37840.0
Camcorders,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,44,27280.0
Camcorders,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Grey,44,24904.0
Camcorders,"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange",44,69520.0
Cameras & Camcorders Accessories,Contoso Digital Camera/Camcorder USB Cable E324 Silver,44,1232.0
Car Video,SV Car Video LCD7 M7001 Brown,44,14476.0
Car Video,SV Car Video LCD9.2W X9280 Black,44,43956.0
Digital Cameras,A. Datum SLR-like Digital Camera M400 Azure,44,8663.6
Digital SLR Cameras,Fabrikam SLR Camera M149 Pink,44,14036.0
Home & Office Phones,Contoso Expandable 4-Handset Cordless Phone System M206 Black,44,1927.6399999999999
Microwaves,Contoso Microwave 0.9CuFt E0090 Red,44,4399.559999999999
Microwaves,Fabrikam Microwave 1.5CuFt X1100 Blue,44,29301.36
Microwaves,Fabrikam Microwave 1.5CuFt X1100 Grey,44,29301.360000000004
Microwaves,Litware Microwave 2.2CuFt M125 Blue,44,8799.56
Monitors,Adventure Works LCD24W X300 Black,44,38236.0
Monitors,WWI CRT17 E106 White,44,4356.0
"Printers, Scanners & Fax",Proseware Ink Jet All in one M300 White,44,7436.0
"Printers, Scanners & Fax",Proseware Laser Fax Printer E100 White,44,4004.0
"Printers, Scanners & Fax",Proseware Office Jet All-in-One Printer M500 Black,44,7172.0
Projectors & Screens,Contoso Projector 480p M481 Black,44,21956.0
Projectors & Screens,Contoso Screen 85in E085 White,44,6116.0
Camcorders,Fabrikam Home and vacation moviemaker 2/3'' 17mm M103 Black,45,29475.0
Cameras & Camcorders Accessories,Contoso Genuine Leather Grip Belt E322 Silver,45,3509.5499999999993
Cameras & Camcorders Accessories,Contoso Telephoto Conversion Lens X400 White,45,26775.0
Car Video,SV Car Video LCD7W M7081 Silver,45,22455.0
Car Video,SV Car Video LCD9.2W X9280 Brown,45,44955.0
Coffee Machines,Adventure Works Coffee Maker 12C M100 Grey,45,20025.0
Digital Cameras,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange,45,12060.0
Digital SLR Cameras,Fabrikam SLR Camera X147 Grey,45,29025.0
Home & Office Phones,Contoso 2-Line Corded Cordless Telephone M202 Grey,45,1304.55
Home & Office Phones,Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black,45,945.0
Home & Office Phones,Contoso Dual Handset Cordless Phone System E20 Grey,45,584.5500000000001
Laptops,Fabrikam Laptop16W M6080 Black,45,43515.0
Laptops,Fabrikam Laptop8.9W E0880 Silver,45,15120.0
Laptops,WWI Laptop15 M0150 Blue,45,31455.0
Microwaves,Contoso Microwave 2.2CuFt M0125 White,45,8999.55
Microwaves,Fabrikam Microwave 1.5CuFt X1100 Black,45,29967.300000000003
Microwaves,Fabrikam Microwave 1.6CuFt M1250 White,45,8099.55
Monitors,Adventure Works CRT15 E101 Black,45,4050.0
Monitors,Adventure Works LCD24W X300 White,45,39105.0
Monitors,Proseware LCD17W E202 White,45,5805.0
"Printers, Scanners & Fax",Proseware All-In-One Photo Printer M200 Green,45,6120.0
"Printers, Scanners & Fax",Proseware Duplex Scanner M200 Green,45,6705.0
"Printers, Scanners & Fax",Proseware Wireless Photo All-in-One Printer M390 White,45,8460.0
Projectors & Screens,Contoso Screen 100in E010 White,45,8550.0
Projectors & Screens,WWI Projector 480p DLP12 Silver,45,22455.0
Refrigerators,Litware Refrigerator 9.7CuFt M560 Brown,45,22185.0
Camcorders,"Fabrikam Business Videographer 1/2"" 3mm M500 Blue",46,40388.0
Camcorders,Fabrikam Business Videographer 2/3'' 17mm M280 Black,46,39100.0
Camcorders,Fabrikam Social Videographer 1/3'' 8.5mm E200 Black,46,7590.0
Camcorders,Fabrikam Social Videographer 2/3'' 17mm E100 White,46,7268.0
Coffee Machines,Contoso Coffee Maker 4C E0800 Black,46,5975.400000000001
Computers Accessories,Contoso Education Supplies Bundle E200 Black,46,621.0
Digital Cameras,A. Datum Advanced Digital Camera M300 Orange,46,8671.0
Digital Cameras,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,46,12328.0
Digital SLR Cameras,A. Datum SLR Camera M135 Black,46,14352.0
Digital SLR Cameras,"Fabrikam SLR Camera 35"" X358 Green",46,20065.2
Home & Office Phones,Contoso Integrated Business Phone With card L10 Black,46,1932.0
Laptops,Adventure Works Laptop12 M1201 Red,46,17615.7
Laptops,Proseware Laptop16 M610 Black,46,27554.0
Laptops,WWI Laptop15.4W M0156 White,46,34868.0
Laptops,WWI Laptop19W X0196 Black,46,59754.0
MP4&MP3,Contoso 4GB Flash MP3 Player E401 Blue,46,3573.28
Monitors,Adventure Works LCD17W E203 Black,46,5934.0
Monitors,Adventure Works LCD19 E108 White,46,6394.0
Monitors,Adventure Works LCD24 X300 Black,46,37674.0
"Printers, Scanners & Fax",Proseware Fax phone E100 Black,46,4002.0
"Printers, Scanners & Fax",Proseware Slim-Design Fax Machine with Answering System X180 Green,46,10856.0
Projectors & Screens,Contoso Projector 480p M481 White,46,22954.0
Projectors & Screens,Contoso Screen 125in M250 Silver,46,21114.0
Projectors & Screens,Proseware Projector 480p LCD12 White,46,10534.0
Projectors & Screens,WWI Projector 720p LCD56 Black,46,32154.0
Refrigerators,Fabrikam Refrigerator 24.7CuFt X9800 Grey,46,147199.54
Refrigerators,Fabrikam Refrigerator 24.7CuFt X9800 White,46,147199.54
Camcorders,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Grey,47,20304.0
Coffee Machines,Contoso Coffee Maker 5C E0900 White,47,7003.0
Coffee Machines,Fabrikam Coffee Maker Auto 5C E090 Black,47,7661.0
Computers Accessories,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,47,611.0
Digital Cameras,A. Datum Point Shoot Digital Camera M500 Green,47,9306.0
Digital Cameras,A. Datum SLR-like Digital Camera M400 Grey,47,9254.299999999997
Digital SLR Cameras,Contoso SLR Camera M142 Black,47,14758.0
Digital SLR Cameras,Contoso SLR Camera X144 Gold,47,31631.0
