OrderNUmber,ProductA,ProductB
762008,Contoso Water Heater 7.2GPM X1800 Grey,Litware Microwave 2.2CuFt M125 White
763000,MGS Classic Flight Collection2009 E164,Contoso DVD 38 DVD Storage Binder E25 Red
763003,Contoso Coffee Maker Super-Auto 12C X1250 White,"Contoso SLR Camera 35"" X358 Black"
763004,Proseware Photo smart All-in-One Printer M380 Black,SV DVD 15-Inch Player Portable L200 Silver
763005,SV DVD 60 DVD Storage Binder L20 Silver,Contoso DVD 14-Inch Player Portable L100 Silver
763006,Contoso Phone System Accessory Handset with Charger M308 White,Contoso DVD 15-Inch Player Portable L200 White
763011,MGS Hand Games women M400 Red,WWI Desktop PC1.60 E1600 Red
764001,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Gold,Proseware Projector 480p DLP12 White
764003,Contoso SLR Camera M143 Grey,Contoso Genuine Leather Grip Belt E322 Grey
764004,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Grey,"Adventure Works 32"" LCD HDTV M130 Brown"
764006,NT Wireless Bluetooth Stereo Headphones M402 Green,WWI Desktop PC2.33 X2330 Silver
764008,"Adventure Works 37"" 1080p LCD HDTV M150W Black",NT Wireless Bluetooth Stereo Headphones E302 White
764009,MGS Hand Games for Office worker L299 Silver,SV DVD 48 DVD Storage Binder M50 Black
764012,Proseware Air conditioner 25000BTU L167 White,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold"
765001,MGS Rise of Nations: Gold Edition M300,Contoso Rechargeable Battery Pack E310 Black
765002,WWI 2GB Spy Video Recorder Pen M300 Black,A. Datum Consumer Digital Camera M300 Silver
765003,Contoso Washer & Dryer 15.5in E155 Pink,MGS Hand Games for Office worker L299 Yellow
765004,Contoso DVD 15-Inch Player Portable L200 White,Fabrikam SLR Camera M149 Blue
765005,Fabrikam Microwave 1.5CuFt X1100 Grey,Adventure Works Desktop PC2.33 XD233 White
765006,Contoso Private Branch Exchange M88 Grey,WWI Desktop PC1.60 E1600 Black
765007,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,Fabrikam SLR Camera M148 Gold
766002,WWI Stereo Bluetooth Headphones E1000 Green,Contoso DVD 38 DVD Storage Binder E25 Black
766005,Fabrikam Microwave 1.6CuFt M1250 Grey,Contoso Microwave 1.6CuFt M0125 White
766006,MGS RalliSport Challenge2009 E155,Contoso Original K1m Li-Ion Standard Battery E170 White
766007,Fabrikam Microwave 2.2CuFt M1250 Black,Contoso Private Branch Exchange M88 Black
766008,SV Hand Games for Office worker L28 Black,WWI Desktop PC2.30 M2300 Black
766009,Contoso DVD 60 DVD Storage Binder L20 Red,Proseware Laser Jet All in one X300 Grey
766010,The Phone Company Smart phones 6-LINE SCREEN M21 White,NT Wireless Bluetooth Stereo Headphones M402 Red
766012,MGS Hand Games women M400 Yellow,Adventure Works Desktop PC2.30 MD230 Black
766013,MGS MechCommander 2 E123,The Phone Company Microsoft Windows Mobile M200 Gold
766014,A. Datum Compact Digital Camera M200 Pink,Contoso Bluetooth Active Headphones L15 Black
766015,The Phone Company Microsoft Windows Mobile M200 White,SV 16xDVD E340 Silver
767000,Litware Home Theater System 5.1 Channel M512 Black,SV Hand Games for students E40 Silver
768000,Fabrikam Budget Movie-Maker 1/3'' 8.5mm E200 Black,SV Hand Games for 12-16 boys E60 Yellow
768002,Contoso DVD Recorder L200 Black,Contoso Coffee Maker 4C E0800 Black
768003,Contoso DVD 55DVD Storage Binder M56 Red,The Phone Company PDA Handheld 3.7 inch M630 Black
769000,Adventure Works Desktop PC1.60 ED160 White,NT Wireless Bluetooth Stereo Headphones M402 Silver
769002,Proseware LCD19W M100 Black,Proseware Air conditioner 6000BTU E180 Grey
769003,Contoso Washer & Dryer 24in M240 Blue,NT Wireless Transmitter and Bluetooth Headphones M150 Black
769005,Adventure Works LCD15 E100 Black,Adventure Works Laptop12 M1201 Blue
769008,Contoso Genuine Leather Grip Belt E322 White,Contoso Microwave 0.8CuFt E0080 Black
770001,MGS Rise of Nations: Thrones and Patriots M320,Litware Refrigerator 19CuFt M760 Red
770003,WWI Desktop PC2.30 M2300 Brown,Contoso Microwave 1.5CuFt X0110 Red
770004,Contoso SLR Camera M142 Black,Fabrikam Microwave 1.0CuFt E1100 Red
770010,Fabrikam Microwave 1.0CuFt E1100 White,Contoso 16GB Mp5 Player M1600 Green
770011,Litware 20'' Box Fan E401 Black,SV DVD 15-Inch Player Portable L200 Silver
771001,Adventure Works Desktop PC1.60 ED160 Silver,"The Phone Company Touch Screen Phones 26-2.2"" M200 Gold"
771002,Litware USB Foam Fan E1301 White,Contoso Water Heater 4.3GPM M1250 White
771008,Proseware Photo Inkjet Printer E290 Green,SV 16xDVD M320 Black
771009,"Adventure Works 13"" Color TV E25 Black",Contoso DVD 58 DVD Storage Binder M55 Silver
771010,SV DVD 60 DVD Storage Binder L20 Red,WWI Stereo Bluetooth Headphones New Generation M370 Black
771011,Contoso DVD 48 DVD Storage Binder M50 Silver,WWI Projector 480p DLP12 Black
772001,NT Bluetooth Stereo Headphones E52 Yellow,Proseware Chandelier M0815 Blue
772003,Litware Home Theater System 4.1 Channel M412 Brown,"Adventure Works 20"" LCD HDTV M120 Silver"
772004,Contoso 4-Line Corded Cordless Telephone M203 Grey,WWI Wireless Bluetooth Stereo Headphones M170 Black
772005,Fabrikam Refrigerator 19CuFt M7600 Orange,Contoso Laptop Starter Bundle M200 Black
772006,Adventure Works Chandelier M8150 Blue,Contoso SLR Camera X142 Black
772007,SV DVD Player M120 White,"Adventure Works 20"" Analog CRT TV E45 White"
772008,"Adventure Works 26"" 720p LCD HDTV M140 Silver",Contoso Private Branch Exchange M88 Black
773002,MGS Zoo Tycoon 2: African Adventure M280,MGS Hand Games for kids E300 Silver
773003,NT Wireless Bluetooth Stereo Headphones E102 White,SV 16xDVD M350 Black
773005,Proseware LCD24W X300 Black,Contoso DVD Recorder L220 White
773006,SV DVD Player M100 Black,The Phone Company Smart phones 6-LINE SCREEN M21 Grey
773010,WWI Desktop PC2.33 X2330 Brown,SV DVD 15-Inch Player Portable L200 White
773012,SV DVD Movies E100 Yellow,MGS Age of Mythology E118
773015,Proseware Duplex Scanner M200 Green,Contoso Phone Tough Skin Case E140 Pink
773016,WWI CRT17 E106 Black,NT Wireless Bluetooth Stereo Headphones E302 Pink
773017,WWI 2GB Pulse Smart pen M100 Blue,WWI Desktop PC2.30 M2300 White
773018,The Phone Company PDA Wifi 3.5-inch M200 White,MGS Train Simulator 2009 E174
774000,Contoso Microwave 2.2CuFt M0126 Grey,Contoso Microwave 1.0CuFt E0110 Grey
775000,Adventure Works Desktop PC1.80 ED182 Brown,"Adventure Works 20"" CRT TV E15 White"
775001,Contoso Microwave 0.9CuFt E0090 Grey,Contoso Wireless Laser Mouse E50 Silver
775002,The Phone Company Smart phones Unlocked M300 White,Contoso Water Heater 1.5GPM E0800 Grey
775006,"Adventure Works 20"" LCD HDTV M120 Silver",Contoso Water Heater 2.6GPM E0900 Green
775008,Litware Washer & Dryer 27in L420 White,NT Wireless Bluetooth Stereo Headphones M402 Silver
775009,MGS Hand Games for students E400 Red,WWI Desktop PC3.0 M0300 Black
776003,Litware Home Theater System 5.1 Channel M512 Black,Proseware Air conditioner 25000BTU L167 Silver
776004,SV DVD Recorder L210 Silver,MGS Age of Empires III: The War Chiefs M240
776005,WWI Laptop15 M0150 Blue,Contoso Water Heater 4.3GPM M1250 White
776006,Adventure Works Desktop PC1.60 ED160 Silver,WWI 2GB Pulse Smart pen M100 Blue
776007,Contoso DVD Recorder L210 Silver,SV DVD Movies E100 Yellow
776008,Fabrikam Refrigerator 9.7CuFt M5600 White,MGS Age of Empires 2008new M420
776009,A. Datum SLR Camera X136 Silver,The Phone Company Smart phones 4 GB of Memory M300 Grey
776010,Fabrikam Refrigerator 1.7CuFt E1200 Blue,MGS MechWarrior 4: Vengeance 2009 E175
776011,MGS Halo 2 for Windows Vista M220,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Black
776013,WWI Wireless Bluetooth Stereo Headphones M270 White,SV DVD External DVD Burner M200 Blue
777000,"Adventure Works 20"" Analog CRT TV E45 Silver",MGS Freelancer 2009 E153
777004,SV Hand Games women M40 Yellow,Adventure Works Desktop PC2.30 MD230 White
777007,Contoso Home Theater System 7.1 Channel M1700 Black,SV DVD 48 DVD Storage Binder M50 Red
777008,Litware Home Theater System 5.1 Channel M514 Brown,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black
777011,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black
777014,Contoso Touch Screen Phones 5-Wire/On-wall M508 Black,Contoso Microwave 0.8CuFt E0080 White
777015,A. Datum SLR Camera M139 Gold,Fabrikam Microwave 2.2CuFt M1250 Red
777016,MGS Zoo Tycoon Complete Collection E110,Contoso Bluetooth Notebook Mouse X305 White
777017,Adventure Works Desktop PC2.30 MD230 Silver,The Phone Company Microsoft Windows Mobile M200 Black
777018,Litware 20'' Box Fan E401 Black,Fabrikam Refrigerator 19CuFt M7600 White
777019,Contoso Coffee Maker 12C M1000 Silver,Contoso Dual Handset Cordless Phone System E20 Grey
777020,Contoso General Soft Carrying Case E318 Silver,Contoso Integrated Business Phone L08 White
777021,Contoso Projector 720p M621 Silver,SV Hand Games for Office worker L28 Red
778002,Litware Refrigerator 1.7CuFt E120 Green,NT Bluetooth Stereo Headphones E52 Blue
778003,Contoso Microwave 0.8CuFt E0080 Grey,Contoso DVD 58 DVD Storage Binder M55 Black
778005,MGS Hand Games men M300 Red,WWI Desktop PC1.80 E1802 White
778006,Fabrikam Refrigerator 3.2CuFt E1600 White,The Phone Company Touch Screen Phones - LCD M12 Gold
778008,"Fabrikam Trendsetter 2/3"" 17mm X100 Orange",Contoso Water Heater 4.0GPM M1250 Red
778010,WWI Desktop PC2.33 X2330 Silver,Proseware Desk Lamp E0130 Silver
778011,Contoso DVD Recorder L220 White,The Phone Company PDA GPS Phone 3.5 inch M910 Black
778013,Adventure Works Desktop PC1.80 ED182 White,"Adventure Works 20"" LCD HDTV M120 Silver"
778014,Contoso Coffee Maker 5C E0900 Black,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold"
778015,WWI LCD17 E205 White,"Fabrikam SLR Camera 35"" M358 Blue"
778016,Contoso DVD 38 DVD Storage Binder E25 Red,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 White"
778020,WWI Screen 106in M1609 White,WWI Wireless Bluetooth Stereo Headphones M270 Pink
778022,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey",Contoso Phone with Memory Dialing-2 lines E90 Grey
779001,Adventure Works Desktop PC1.60 ED160 White,Contoso Coffee Maker Super-Auto 12C X1250 White
779003,The Phone Company Smart phones Unlocked International M800 Gold,SV Car Video LCD7 M7003 Black
779004,SV DVD 7-Inch Player Portable E200 Black,SV Hand Games for Office worker L28 Yellow
779009,WWI 1GB Digital Voice Recorder Pen E100 Pink,Fabrikam Microwave 1.6CuFt M1250 Black
779013,WWI 2GB Pulse Smart pen M100 Silver,Adventure Works Desktop PC1.80 ED180 White
779014,Fabrikam Laptop8.9 E0800 Silver,Contoso Genuine Leather Grip Belt E322 Silver
779015,Contoso Microwave 0.9CuFt E0090 Black,Contoso Genuine Leather Grip Belt E322 Black
779016,WWI Laptop15.4W M0156 Black,Contoso DVD 55DVD Storage Binder M56 Black
779017,"Adventure Works 32"" LCD HDTV M130 White",NT Wireless Bluetooth Stereo Headphones E102 Black
780000,SV Hand Games men M30 Yellow,WWI Desktop PC1.80 E1801 Black
780001,SV 8xDVD E120 Silver,MGS Hand Games for 12-16 boys E600 Yellow
780003,WWI 1GBPulse Smart pen E50 Black,Adventure Works Desktop PC1.80 ED180 Black
780005,"Adventure Works 52"" LCD HDTV X590 White",WWI Desktop PC1.80 E1801 White
780007,WWI Stereo Bluetooth Headphones New Generation M370 White,Contoso 16GB New Generation MP5 Player M1650 Silver
780008,WWI Wireless Bluetooth Stereo Headphones M170 Silver,Contoso DVD 9-Inch Player Portable M300 Silver
780010,Adventure Works Desktop PC1.60 ED160 Black,Contoso Microwave 0.8CuFt E0080 Red
780012,"Adventure Works 26"" 720p LCD HDTV M140 White",SV Rechargeable Bluetooth Notebook Mouse E80 White
780015,"Adventure Works 26"" 720p LCD HDTV M140 White",Contoso DVD 14-Inch Player Portable L100 Black
780016,Headphone Adapter for Contoso Phone E130 Silver,A. Datum Point Shoot Digital Camera M500 Orange
780017,WWI Desktop PC1.80 E1800 Silver,"Adventure Works 19"" Portable LCD HDTV M110 White"
780019,Contoso Projector 1080p X980 Silver,Contoso Phone Tough Skin Case E140 White
780023,WWI Desktop PC2.30 M2300 Brown,Fabrikam Coffee Maker 5C E090 Silver
780025,WWI Desktop PC1.80 E1801 Brown,Adventure Works Desktop PC2.33 XD233 Silver
780028,Litware Refrigerator 9.7CuFt M560 Silver,Contoso Water Heater 2.6GPM E0900 Grey
780029,SV 22xDVD X680 Silver,SV DVD Player M120 White
781001,Contoso Water Heater 7.2GPM X1800 White,Fabrikam Coffee Maker Auto 5C E090 Black
781002,Adventure Works Desktop PC2.30 MD230 Brown,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Gold"
782000,WWI LCD17 E205 White,Fabrikam Microwave 0.8CuFt E0800 Grey
782001,SV Car Video LCD7 M7001 Black,Fabrikam Laptop13.3W M3080 Red
782003,WWI Desktop PC1.80 E1801 Brown,The Phone Company Touch Screen Phones SAW/On-wall M806 Black
782004,MGS Zoo Tycoon Dinosaur Digs X200,The Phone Company Touch Screen Phones - CRT M11 Black
782005,Contoso DVD External DVD Burner M200 Silver,SV 16xDVD M300 Black
782008,Contoso DVD External DVD Burner M200 Grey,SV DVD 7-Inch Player Portable E200 Silver
782009,Contoso Expandable 2-Handset Cordless Phone System M205 Black,NT Wireless Bluetooth Stereo Headphones M402 Black
782011,WWI Wireless Bluetooth Stereo Headphones M170 White,MGS Age of Empires III: The Asian Dynasties M180
782014,Contoso Travel Charger for S-Series Battery E302 Black,WWI 2GB Spy Video Recorder Pen M300 Silver
783000,NT Bluetooth Active Headphones E202 Black,Contoso Water Heater 4.0GPM M1250 White
783001,The Phone Company Smart phones Expert M400 White,SV DVD Recorder L220 White
783002,Litware Refrigerator 4.6CuFt E280 Green,Litware Refrigerator 19CuFt M760 Grey
783003,Fabrikam Microwave 1.5CuFt X1100 Grey,Contoso 4G MP3 Player E400 Green
783004,Contoso Home Theater System 2.1 Channel E1200 Silver,Contoso Washer & Dryer 15.5in E155 White
783005,The Phone Company Finger Touch Screen Phones M30 Grey,WWI 1GB Digital Voice Recorder Pen E100 Pink
783007,Contoso DVD 48 DVD Storage Binder M50 Black,WWI Desktop PC3.0 M0300 Silver
783009,Contoso DVD 14-Inch Player Portable L100 Silver,Adventure Works LCD19 E108 Black
783012,Headphone Adapter for Contoso Phone E130 Black,NT Wireless Bluetooth Stereo Headphones M402 Purple
783013,Contoso Water Heater 4.3GPM M1250 Blue,Adventure Works Desktop PC2.30 MD230 Silver
783014,WWI Desktop PC1.80 E1801 Black,WWI Desktop PC2.30 M2300 Brown
783016,The Phone Company Smart phones 320 x 320 M86 Grey,Contoso USB 2.0 Dock Station docking station M800 Black
783017,Adventure Works Desktop PC1.80 ED180 White,Contoso Water Heater 7.2GPM X1800 Grey
783018,SV DVD 38 DVD Storage Binder E25 Red,Proseware Scan Jet Digital Flat Bed Scanner M300 White
783019,SV 22xDVD X680 Black,WWI Stereo Bluetooth Headphones E1000 White
784002,Contoso DVD 15-Inch Player Portable L200 White,Proseware Laptop16 M610 Black
784003,Proseware Slim-Design Fax Machine with Answering System X180 Grey,MGS Hand Games for kids E300 Yellow
784004,"Adventure Works 32"" LCD HDTV M130 Black",WWI Desktop PC1.60 E1600 Black
784005,NT Bluetooth Stereo Headphones E52 Pink,NT Wireless Bluetooth Stereo Headphones M402 Purple
784006,Contoso Touch Screen Phones - CRT M11 Black,Adventure Works LCD20 M210 White
784007,Contoso Water Heater 2.6GPM E0900 Silver,Contoso DVD Player M120 White
784009,Litware USB Foam Fan E1301 Black,SV DVD Player M110 Silver
784010,Fabrikam Microwave 1.6CuFt M1250 Red,WWI Stereo Bluetooth Headphones New Generation M370 White
784014,"Adventure Works 52"" LCD HDTV X790W Brown",Fabrikam Refrigerator 9.7CuFt M5600 Blue
784016,"Adventure Works 40"" LCD HDTV M690 Black",Litware Refrigerator 24.7CuFt X980 Blue
784018,The Phone Company Smart phones 160x160 M26 Black,Proseware Slim-Design Fax Machine with Answering System X180 Green
784022,SV DVD 15-Inch Player Portable L200 Black,Contoso Touch Screen Phones SAW/On-wall M806 Black
785000,Contoso Water Heater 1.5GPM E0800 Grey,WWI Desktop PC1.80 E1800 Silver
785003,Contoso DVD Player M140 Gold,MGS Dal of Honor Airborne M150
785004,NT Bluetooth Stereo Headphones E52 Blue,Adventure Works Desktop PC2.30 MD230 Silver
785005,Contoso Telephoto Conversion Lens M350 Blue,"Adventure Works 19"" Color Digital TV E35 White"
785007,A. Datum Consumer Digital Camera M300 Azure,Contoso Water Heater 4.0GPM M1250 White
785008,Contoso Telephoto Conversion Lens X400 Silver,"Adventure Works 19"" Portable LCD HDTV M110 Black"
785009,WWI Screen 113in M1610 Silver,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Grey
785010,MGS Hand Games women M400 Silver,WWI Stereo Bluetooth Headphones E1000 Silver
785013,Contoso Coffee Maker 5C E0900 Grey,SV DVD External DVD Burner M200 Blue
785015,The Phone Company Smart phones 160x160 M26 Grey,Fabrikam Social Videographer 1'' 25mm E400 White
785016,SV 16xDVD M310 Black,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Black
785018,SV DVD 48 DVD Storage Binder M50 Silver,Adventure Works LCD20 M210 Black
785019,Contoso Water Heater 1.5GPM E0800 Blue,Adventure Works Desktop PC2.30 MD230 Black
785021,Proseware Screen 106in M1609 White,Contoso DVD Player M120 White
786000,Fabrikam Coffee Maker Auto 5C E090 Grey,SV DVD 12-Inch Player Portable M400 Black
786003,WWI 2GB Spy Video Recorder Pen M300 Purple,Contoso Coffee Maker 5C E0900 Black
786005,WWI Stereo Bluetooth Headphones New Generation M370 Blue,Adventure Works Laptop16 M1601 Silver
786006,NT Bluetooth Stereo Headphones E52 Blue,Adventure Works LCD17 E200 White
786007,SV DVD Player M100 Black,Contoso DVD 15-Inch Player Portable L200 White
786008,"Adventure Works 20"" Analog CRT TV E45 White",Contoso 32GB Video MP3 Player M3200 Black
786011,SV Car Video LCD7W M7081 Black,NT Wireless Transmitter and Bluetooth Headphones M150 Red
786015,Contoso DVD Player M110 Silver,Contoso Hybrid system M60 Black
786016,SV USB Data Cable E600 Silver,NT Bluetooth Stereo Headphones E52 Black
787000,Litware Microwave 0.8CuFt E080 Silver,SV Hand Games for Office worker L28 Black
787002,The Phone Company PDA Phone 3.5 inches M320 Black,Adventure Works Desktop PC2.30 MD230 Silver
787003,Contoso Washer & Dryer 27in L270 Blue,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange"
787008,WWI 1GB Digital Voice Recorder Pen E100 White,Contoso DVD 9-Inch Player Portable M300 Silver
787010,Fabrikam Trendsetter 1/2'' 3mm X300 White,SV DVD 60 DVD Storage Binder L20 Black
787013,The Phone Company Smart phones 4 GB of Memory M300 Black,The Phone Company Finger Touch Screen Phones M30 Grey
787015,Contoso Home Theater System 2.1 Channel M1210 Black,SV DVD Player M100 Black
787017,"Adventure Works 15.6"" LCD TV M130W Black",SV DVD 12-Inch Player Portable M400 White
